,genre,artist,track,popularity,danceability,instrumentalness,favorite,prediction
114166,Rap,Kehlani,RPG (feat. 6lack),72,0.758,0.0,0,1
114171,Rap,Hopsin,You Should've Known,70,0.7659999999999999,3.56e-06,0,1
114172,Rap,Future,Never Stop,71,0.5710000000000001,0.000149,0,1
114222,Rap,Lil Xan,Lies (feat. Lil Skies),72,0.779,0.00488,0,1
114228,Rap,T-Pain,Bartender,71,0.675,0.0,0,1
114233,Rap,Trippie Redd,Diamond Minds,68,0.6779999999999999,0.0,0,1
114248,Rap,Mac Miller,Conversation Pt. 1,67,0.787,5.22e-05,0,1
114254,Rap,XXXTENTACION,Touch Eem Body,70,0.726,0.0,0,1
114260,Rap,SZA,Supermodel,69,0.612,0.0,0,1
114269,Rap,Future,Promise U That,70,0.638,0.0,0,1
114286,Rap,Post Malone,Feel,70,0.49700000000000005,4.79e-06,0,1
114287,Rap,6LACK,Luving U,70,0.723,0.0008810000000000001,0,1
114311,Rap,Jon Bellion,Guillotine,66,0.614,5.83e-06,0,1
114315,Rap,Joyner Lucas,Just Let Go,71,0.645,0.0,0,1
114322,Rap,Travie McCoy,Billionaire (feat. Bruno Mars),73,0.633,0.0,0,1
114325,Rap,Lil Mosey,Fu shit,68,0.6659999999999999,0.0,0,1
114331,Rap,Quinn XCII,Panama,67,0.73,0.0,0,1
114344,Rap,Lil Peep,Problems,70,0.64,0.865,0,1
114348,Rap,2Pac,Dear Mama,70,0.773,0.0,0,1
114354,Rap,Post Malone,"Yours Truly, Austin Post",69,0.649,2.53e-06,0,1
114375,Rap,Post Malone,Hit This Hard,68,0.628,0.00551,0,1
114409,Rap,Jeremih,Love Don't Change,68,0.539,0.0,0,1
114411,Rap,OneRepublic,Apologize,72,0.591,0.000118,0,1
114421,Rap,Drake,Is There More,69,0.698,0.0,0,1
114429,Rap,Kanye West,Dark Fantasy,67,0.59,0.0,0,1
114434,Rap,A$AP Rocky,Fukk Sleep,73,0.7929999999999999,7.43e-05,0,1
114437,Rap,Chance the Rapper,All We Got (feat. Kanye West & Chicago Children's Choir),67,0.531,1.89e-06,0,1
114448,Rap,XXXTENTACION,Slipknot (feat. Kin$oul & Killstation),70,0.44799999999999995,0.0,0,1
114468,Rap,NF,My Life,68,0.7070000000000001,0.0,0,1
114473,Rap,Lil Wayne,Dark Side Of The Moon (feat. Nicki Minaj),66,0.603,0.0,0,1
114477,Rap,Jhene Aiko,The Worst,70,0.524,1.19e-06,0,1
114493,Rap,Mac Miller,ROS,65,0.535,0.0,0,1
114500,Rap,Mike Sherm,Asshole,66,0.7829999999999999,0.0,0,1
114507,Rap,Gunna,Helluva Price,66,0.865,0.0,0,1
114517,Rap,Gunna,Spending Addiction,66,0.89,0.0,0,1
114531,Rap,JID,Workin Out,69,0.818,0.000102,0,1
114534,Rap,Chance the Rapper,Angels (feat. Saba),67,0.7709999999999999,0.0,0,1
114538,Rap,Lil Durk,Neighborhood Hero,67,0.6779999999999999,0.0,0,1
114545,Rap,J. Cole,Ville Mentality,67,0.857,0.000171,0,1
114547,Rap,J. Cole,January 28th,67,0.483,0.0,0,1
114553,Rap,J. Cole,Once an Addict - Interlude,67,0.5479999999999999,0.0,0,1
114560,Rap,Metro Boomin,10AM/Save The World (feat. Gucci Mane),69,0.7190000000000001,0.0,0,1
114570,Rap,Meek Mill,Almost Slipped,67,0.49,0.0,0,1
114576,Rap,Akon,Don't Matter,67,0.79,0.0,0,1
114597,Rap,Metro Boomin,Lesbian (feat. Gunna & Young Thug),69,0.8,0.0,0,1
114603,Rap,Kehlani,The Way (feat. Chance the Rapper),69,0.746,0.0,0,1
114609,Rap,SZA,Doves In The Wind,67,0.6920000000000001,0.0,0,1
114633,Rap,Lil Baby,Section 8 (feat. Young Thug),66,0.736,0.0,0,1
114638,Rap,Jacquees,You (Remix) feat. Blueface - Remix,70,0.723,0.0,0,1
114652,Rap,Post Malone,Cold,68,0.67,4.72e-06,0,1
114666,Rap,YG,Toot It And Boot It,63,0.7959999999999999,0.0,0,1
114668,Rap,Yung Gravy,Knockout,67,0.7440000000000001,0.0,0,1
114673,Rap,Yung Bans,Ridin (feat. Landon Cube & YBN Nahmir),71,0.8320000000000001,5.45e-06,0,1
114676,Rap,NF,Lost In The Moment,67,0.505,0.0,0,1
114681,Rap,Quinn XCII,Good Thing Go,64,0.8759999999999999,0.0,0,1
114687,Rap,Boogie,Soho (feat. JID),68,0.792,0.0,0,1
114698,Rap,SZA,Normal Girl,66,0.622,5.3700000000000004e-05,0,1
114702,Rap,Ski Mask The Slump God,Save Me Pt 2 (feat. Austin Lam),67,0.769,0.0,0,1
114730,Rap,Lil Uzi Vert,Grab the Wheel,63,0.748,0.0,0,1
114731,Rap,Lil Wayne,Mess,64,0.6409999999999999,9.58e-05,0,1
114742,Rap,Drake,A Night Off (feat. Lloyd),67,0.611,3.87e-06,0,1
114755,Rap,Kodak Black,In The Flesh,66,0.735,0.0,0,1
114768,Rap,Jason Derulo,Trumpets,68,0.635,0.0,0,1
114797,Rap,Nick Jonas,Close,72,0.653,0.0,0,1
114805,Rap,Boogie,Silent Ride,68,0.6759999999999999,0.0,0,1
114832,Rap,Quavo,RERUN (feat. Travis Scott),67,0.684,0.0,0,1
114840,Rap,Hoodie Allen,No Interruption,65,0.49700000000000005,0.0,0,1
114843,Rap,Chris Brown,Party,68,0.762,0.0,0,1
114849,Rap,XXXTENTACION,Hi Wendy!,67,0.8640000000000001,0.0,0,1
114850,Rap,Quinn XCII,Matches,63,0.711,1.75e-05,0,1
114860,Rap,MKTO,How Can I Forget,75,0.7959999999999999,0.0,0,1
114862,Rap,Kendrick Lamar,FEAR.,67,0.588,7.2000000000000005e-06,0,1
114908,Rap,Drake,Bria's Interlude (feat. Omarion),66,0.49,0.0010400000000000001,0,1
114929,Rap,Travis Scott,Impossible,64,0.507,2.62e-05,0,1
114931,Rap,Lil Uzi Vert,Ronda (Winners),62,0.701,0.0,0,1
114937,Rap,Hobo Johnson,Peach Scone,64,0.583,0.0,0,1
114943,Rap,Lil Tjay,Resume,63,0.821,0.0,0,1
114984,Rap,6LACK,Let Her Go,69,0.758,7.8e-05,0,1
114998,Rap,Blueface,"Dead Locs, Pt. 2",62,0.802,0.0,0,1
115024,Rap,A$AP Rocky,Canal St.,68,0.696,0.0,0,1
115041,Rap,Offset,Nightmare,66,0.7390000000000001,0.21100000000000002,0,1
115049,Rap,Mac Miller,Senior Skip Day,62,0.544,0.0,0,1
115056,Rap,Mac Miller,Nike's on My Feet,65,0.823,0.0,0,1
115079,Rap,Belly,Might Not,68,0.792,0.0,0,1
115083,Rap,XXXTENTACION,H2O,66,0.7170000000000001,0.0,0,1
115084,Rap,Lil Uzi Vert,Feelings Mutual,62,0.585,0.0,0,1
115119,Rap,Lil Yachty,SaintLaurentYSL (feat. Lil Baby),65,0.8859999999999999,0.0,0,1
115129,Rap,Isaiah Rashad,4r Da Squaw,68,0.667,2.12e-05,0,1
115133,Rap,Kanye West,Feedback,64,0.8370000000000001,0.0,0,1
115137,Rap,Jason Derulo,Whatcha Say,67,0.615,0.0,0,1
115139,Rap,"Tyler, The Creator",Pothole,64,0.5429999999999999,7.23e-06,0,1
115175,Rap,Russ,Begging You,66,0.847,0.000266,0,1
115205,Rap,Brent Faiyaz,Make Luv,66,0.653,5.13e-05,0,1
115206,Rap,Lil Mosey,Kamakaze,62,0.8109999999999999,2.64e-06,0,1
115257,Rap,Quinn XCII,Iron & Steel,63,0.79,0.0,0,1
115269,Rap,Drake,March 14,66,0.5579999999999999,0.0,0,1
115290,Rap,"Tyler, The Creator",Garden Shed,63,0.423,0.016,0,1
115306,Rap,Trey Songz,Solid,70,0.574,0.0,0,1
115325,Rap,mansionz,Rich White Girls,64,0.705,0.0,0,1
115334,Rap,A Boogie Wit da Hoodie,Pretending (feat. Jessie Reyez),64,0.649,1.05e-06,0,1
115335,Rap,Drake,No Tellin',65,0.8270000000000001,0.0,0,1
115351,Rap,A$AP Rocky,Excuse Me,66,0.653,0.0,0,1
115352,Rap,Travis Scott,sdp interlude,62,0.507,0.0544,0,1
115353,Rap,Quality Control,Too Hotty,65,0.884,0.0,0,1
115360,Rap,Denzel Curry,BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],67,0.551,0.0,0,1
115383,Rap,Bryson Tiller,Overtime,64,0.657,0.0,0,1
115391,Rap,atlas,you're my world,64,0.785,0.00916,0,1
115396,Rap,Future,Trap Niggas,66,0.813,3.8299999999999996e-05,0,1
115397,Rap,88GLAM,Kyrie,67,0.7140000000000001,1.56e-06,0,1
115401,Rap,Saba,BUSY / SIRENS,64,0.667,0.0,0,1
115410,Rap,Mike Stud,Frio,64,0.738,2.15e-05,0,1
115432,Rap,A Boogie Wit da Hoodie,Best Friend (feat. Tory Lanez),63,0.8390000000000001,0.000153,0,1
115457,Rap,Trippie Redd,Hellboy,63,0.5770000000000001,0.0,0,1
115479,Rap,Lil Peep,Girls,68,0.644,0.0,0,1
115480,Rap,Future,Tricks on Me,65,0.7,0.0,0,1
115501,Rap,Wiz Khalifa,Roll Up,65,0.523,0.0,0,1
115506,Rap,Kendrick Lamar,Black Panther,66,0.618,3.84e-06,0,1
115511,Rap,HoodRich Pablo Juan,We Don't Luv Em (Remix),69,0.8959999999999999,0.0,0,1
115518,Rap,Zaytoven,Mo Reala,61,0.878,0.0,0,1
115539,Rap,blackbear,Deadroses,64,0.612,0.0,0,1
115563,Rap,Maxo Kream,Meet Again,64,0.799,0.0,0,1
115567,Rap,Josh A,Used to,64,0.75,0.0,0,1
115574,Rap,Jon Bellion,Hand Of God - Outro,61,0.594,0.0,0,1
115597,Rap,Witt Lowry,Wonder If You Wonder,63,0.552,0.0,0,1
115613,Rap,Tay-K,Gotta Blast,62,0.662,3.72e-05,0,1
115615,Rap,Kodak Black,Institution,61,0.672,0.0,0,1
115620,Rap,Roddy Ricch,Ricch Forever,64,0.6990000000000001,0.0,0,1
115632,Rap,Killstation,Cold Weather,63,0.418,1.35e-06,0,1
115640,Rap,Noname,"Shadow Man (feat. Phoelix, Smino & Saba)",64,0.611,1.52e-06,0,1
115643,Rap,Macklemore & Ryan Lewis,Same Love - feat. Mary Lambert,69,0.688,4.46e-05,0,1
115644,Rap,G-Eazy,Remember You,62,0.654,0.0,0,1
115682,Rap,Global Dan,Moving On,64,0.46399999999999997,3.28e-05,0,1
115714,Rap,6LACK,Been A While,66,0.442,1.7100000000000002e-05,0,1
115725,Rap,Playboi Carti,Right Now (feat. Pi'erre Bourne),63,0.687,0.0,0,1
115757,Rap,Smino,Wild Irish Roses,64,0.632,2.0600000000000003e-05,0,1
115766,Rap,Drake,Madiba Riddim,66,0.8340000000000001,0.00968,0,1
115767,Rap,Ab-Soul,The Law (feat. Mac Miller & Rapsody),65,0.7440000000000001,0.0,0,1
115769,Rap,The-Dream,Shawty Is Da Shit,65,0.782,0.0,0,1
115787,Rap,Isaiah Rashad,Free Lunch,65,0.865,5.39e-05,0,1
115796,Rap,PnB Rock,ABCD (Friend Zone),62,0.856,0.0,0,1
115848,Rap,G-Eazy,Pray For Me,62,0.77,0.0,0,1
115849,Rap,Drake,6 Man,63,0.7979999999999999,0.0,0,1
115885,Rap,KYLE,Playinwitme (Remix) [feat. Logic and Kehlani],62,0.6829999999999999,0.0,0,1
115894,Rap,Carnage,Overtime (feat. Sebastian Reynoso & KYLE),64,0.687,0.0,0,1
115898,Rap,Global Dan,Off-White (feat. Mongo),63,0.6559999999999999,0.0,0,1
115911,Rap,Twista,Slow Jamz (feat. Kanye West & Jamie Foxx),63,0.561,0.0,0,1
115919,Rap,Ciara,Greatest Love,67,0.687,0.0,0,1
115925,Rap,Kid Ink,Be Real (feat. DeJ Loaf),67,0.762,0.00035099999999999997,0,1
115928,Rap,Mike Stud,Lost Me,62,0.787,3.11e-05,0,1
115932,Rap,Aminé,WHY?,63,0.6579999999999999,0.0106,0,1
115935,Rap,Bryson Tiller,Rambo,63,0.635,2.01e-06,0,1
115938,Rap,Lil Yachty,Forever World (feat. Trippie Redd),63,0.578,5.2300000000000004e-05,0,1
115981,Rap,50 Cent,I'm The Man,67,0.7859999999999999,0.0,0,1
115995,Rap,Big Pun,Twinz (Deep Cover 98),66,0.633,3.4e-06,0,1
116002,Rap,Playboi Carti,Flex,62,0.75,0.0,0,1
116005,Rap,Sheck Wes,Do That,64,0.782,0.0706,0,1
116015,Rap,Boogie,Skydive II (feat. 6LACK),64,0.7440000000000001,1.4000000000000001e-05,0,1
116017,Rap,Nipsey Hussle,Dedication (feat. Kendrick Lamar),62,0.512,0.0,0,1
116034,Rap,Tory Lanez,I Sip,65,0.625,0.0,0,1
116044,Rap,Nick Jonas,"Introducing Me - From ""Camp Rock 2: The Final Jam""",68,0.513,0.0,0,1
116062,Rap,blackbear,idfc - Tarro Remix,66,0.58,1.18e-06,0,1
116072,Rap,Twista,Slow Jamz,59,0.569,0.0,0,1
116086,Rap,$uicideBoy$,FUCKTHEPOPULATION,65,0.818,0.0,0,1
116097,Rap,Roy Woods,Down Girl,64,0.797,0.0,0,1
116099,Rap,Maxo Kream,Roaches,62,0.795,0.0,0,1
116116,Rap,SZA,Pretty Little Birds (feat. Isaiah Rashad),61,0.529,0.00314,0,1
116131,Rap,6 Dogs,Off The Gas (feat. Lil Skies),64,0.669,2.22e-06,0,1
116153,Rap,Mick Jenkins,Jazz,65,0.636,0.000121,0,1
116168,Rap,gianni & kyle,foreign,61,0.726,0.0,0,1
116172,Rap,Montana of 300,Wifin' You,62,0.49700000000000005,0.0,0,1
116179,Rap,YBN Nahmir,Pain Away,61,0.807,0.0,0,1
116184,Rap,Jagged Edge,Where the Party At,70,0.596,0.0,0,1
116191,Rap,Big Sean,Sacrifices,63,0.77,0.0,0,1
116192,Rap,MC Breed,Gotta Get Mine,63,0.855,0.0,0,1
116220,Rap,Kid Quill,Small Talk,59,0.78,0.000113,0,1
116230,Rap,Joyner Lucas,Ultrasound,62,0.882,0.0,0,1
116237,Rap,Christian French,love ride,62,0.55,1.02e-06,0,1
116301,Rap,Ne-Yo,Sexy Love,68,0.622,0.00047300000000000006,0,1
116326,Rap,Jon Bellion,While You Count Sheep,61,0.799,3.93e-06,0,1
116333,Rap,Quinn XCII,Walls,60,0.735,0.0,0,1
116338,Rap,Flatbush Zombies,"New Phone, Who Dis?",61,0.843,6.34e-06,0,1
116352,Rap,The Weeknd,All I Know,66,0.469,0.00018899999999999999,0,1
116377,Rap,Marc E. Bassy,XX,62,0.6509999999999999,1.65e-05,0,1
116387,Rap,OneRepublic,Good Life,70,0.636,0.0,0,1
116388,Rap,Drake,Weston Road Flows,62,0.613,0.0,0,1
116392,Rap,MadeinTYO,Good Gas,63,0.895,0.0,0,1
116401,Rap,Kevin Gates,John Gotti,58,0.564,0.0,0,1
116405,Rap,Young Thug,Feel It,61,0.721,0.0,0,1
116431,Rap,Jon Bellion,Cautionary Tales,59,0.5820000000000001,2.7699999999999996e-05,0,1
116449,Rap,Jaden Smith,Batman,66,0.6759999999999999,1.4e-06,0,1
116461,Rap,Mozzy,Excuse Me (feat. Too $hort & Dcmbr),60,0.8109999999999999,0.0,0,1
116466,Rap,Drake,Wu-Tang Forever,58,0.8320000000000001,0.0,0,1
116473,Rap,blackbear,i hope your whole life sux,61,0.6990000000000001,0.0,0,1
116475,Rap,A$AP Rocky,Hun43rd,63,0.584,0.0,0,1
116486,Rap,blackbear,g2g ttyl (feat. THEY.),61,0.63,0.0,0,1
116503,Rap,Quinn XCII,Bootleggin',58,0.826,0.0,0,1
116527,Rap,Big Boi,Kill Jill (feat. Killer Mike & Jeezy),62,0.7709999999999999,0.0,0,1
116542,Rap,BROCKHAMPTON,DISTRICT,61,0.66,6.32e-06,0,1
116546,Rap,Iamjakehill,Rip X,63,0.693,0.0,0,1
116559,Rap,Saba,BROKEN GIRLS,60,0.6629999999999999,0.0,0,1
116563,Rap,Kid Ink,Hell & Back,63,0.597,0.0,0,1
116566,Rap,Mac Miller,Ascension,58,0.7559999999999999,0.0,0,1
116567,Rap,SOB X RBE,Vibes (feat. Slimmy B & Yhung T.O.),60,0.805,0.0,0,1
116581,Rap,Pitbull,Feel This Moment,67,0.6729999999999999,0.0,0,1
116650,Rap,Upchurch,Come and Get It,57,0.826,0.00048499999999999997,0,1
116675,Rap,MadeinTYO,I Want (feat. 2 Chainz),62,0.86,0.000136,0,1
116677,Rap,Meek Mill,Jump Out the Face (feat. Future),59,0.6990000000000001,1.26e-06,0,1
116689,Rap,21 Savage,Dead People,61,0.835,0.000458,0,1
116690,Rap,Yung Gravy,Gasoline (feat. Young King Dave),60,0.772,0.0029,0,1
116719,Rap,Blai$y,Looking at Life,61,0.763,1.56e-05,0,1
116723,Rap,Future,Jersey,61,0.758,0.00046699999999999997,0,1
116725,Rap,21 Savage,Darth Vader,61,0.7240000000000001,0.0175,0,1
116733,Rap,G-Eazy,Power,60,0.8390000000000001,5.15e-05,0,1
116736,Rap,Ondi Vil,Please Come Back,62,0.737,0.00572,0,1
116749,Rap,Saba,Stay Right Here,59,0.752,0.0,0,1
116751,Rap,Flatbush Zombies,Vacation (feat. Joey Bada$$),61,0.715,0.0,0,1
116763,Rap,Frank Ocean,Lens,62,0.6809999999999999,0.0,0,1
116769,Rap,Ugly God,Water,64,0.8,0.00011100000000000001,0,1
116773,Rap,Quavo,SWING (feat. Normani & Davido),63,0.76,0.0,0,1
116774,Rap,A Boogie Wit da Hoodie,Stalking You,59,0.537,0.0,0,1
116837,Rap,Bow Wow,Like You,64,0.7140000000000001,0.0,0,1
116849,Rap,SahBabii,Outstanding (feat. 21 Savage),64,0.795,7e-05,0,1
116858,Rap,Shy Glizzy,Where We Come From (feat. YoungBoy Never Broke Again),57,0.588,0.0,0,1
116862,Rap,Mozzy,Seasons (with Sjava & Reason),63,0.629,0.0,0,1
116898,Rap,gianni & kyle,tension (prod. by kojo a.),59,0.73,0.0,0,1
116928,Rap,Smino,blkswn,61,0.716,0.0,0,1
116953,Rap,Vince Staples,745,61,0.785,0.00165,0,1
116959,Rap,EARTHGANG,Stuck (with Arin Ray),62,0.509,7.31e-05,0,1
116973,Rap,"Tyler, The Creator",Lights On (feat. Ryan Beatty & Santigold),58,0.795,0.0,0,1
116975,Rap,Boogie,Skydive,61,0.669,4.85e-05,0,1
116985,Rap,A Boogie Wit da Hoodie,Fucking & Kissing (feat. Chris Brown),58,0.648,2.73e-06,0,1
116993,Rap,NF,Outro,60,0.594,0.0,0,1
117031,Rap,Ginuwine,In Those Jeans,62,0.691,0.0,0,1
117053,Rap,rei brown,Picture Frames,61,0.498,0.0262,0,1
117059,Rap,Usher,Love in This Club (feat. Young Jeezy),66,0.573,0.0,0,1
117093,Rap,Cardi B,Cheap Ass Weave,58,0.782,3.5000000000000004e-06,0,1
117099,Rap,Young Money,Uoeno - Remix,57,0.815,0.0,0,1
117109,Rap,Logic,Innermission,57,0.741,0.0,0,1
117117,Rap,King Lil G,Hopeless Boy (feat. David Ortiz),57,0.575,8.46e-05,0,1
117120,Rap,YG,My Nigga - Remix,60,0.8190000000000001,0.0,0,1
117145,Rap,G-Eazy,Leviathan,59,0.6629999999999999,0.0,0,1
117146,Rap,Mike Stud,Things I Like,58,0.768,0.0293,0,1
117154,Rap,Teyana Taylor,Rose In Harlem,63,0.5429999999999999,0.0,0,1
117161,Rap,Kendrick Lamar,How Much A Dollar Cost,60,0.624,0.0,0,1
117164,Rap,Craig Xen,Wassup Bro!,63,0.81,0.0115,0,1
117171,Rap,Chris Brown,Bitches N Marijuana,65,0.5589999999999999,0.0,0,1
117173,Rap,Usher,Burn - Confession Special Edition Version,66,0.7959999999999999,0.0,0,1
117175,Rap,Ne-Yo,Closer,59,0.711,2.9600000000000005e-05,0,1
117242,Rap,Method Man,Bring The Pain,63,0.841,0.00355,0,1
117324,Rap,keshi,like i need u,60,0.748,0.0,0,1
117350,Rap,Trippie Redd,Back of My Mind,57,0.753,6.37e-05,0,1
117373,Rap,Kanye West,RoboCop,56,0.7,0.00468,0,1
117415,Rap,MKTO,American Dream,64,0.5539999999999999,0.0,0,1
117440,Rap,Destiny's Child,"Bills, Bills, Bills",65,0.845,0.0,0,1
117441,Rap,Justin Timberlake,Morning Light,63,0.62,0.0482,0,1
117443,Rap,blackbear,moodz (feat. 24hrs),58,0.765,1.7e-05,0,1
117444,Rap,88GLAM,Purple Baguettes,62,0.6990000000000001,0.0,0,1
117450,Rap,blackbear,double,59,0.713,0.0,0,1
117478,Rap,G-Eazy,Of All Things,57,0.74,0.0,0,1
117485,Rap,6LACK,Bless Me,60,0.474,0.0,0,1
117527,Rap,Noname,Reality Check (feat. Akenya & Eryn Allen Kane),60,0.722,0.0004940000000000001,0,1
117562,Rap,Seckond Chaynce,Head Over Heels,55,0.63,0.0,0,1
117586,Rap,Yung Gravy,Suavecito,57,0.723,3.79e-05,0,1
117589,Rap,Big Sean,Who's Stopping Me (& Metro Boomin),60,0.664,0.0,0,1
117591,Rap,AzChike,Burn Rubber Again - Remix,55,0.835,4.75e-06,0,1
117598,Rap,Kanye West,Guilt Trip,56,0.62,1.11e-05,0,1
117601,Rap,Shakur Luciano,Hennessy and Moscato,54,0.684,0.0,0,1
117646,Rap,Kid Ink,F With U (feat. Ty Dolla $ign),61,0.578,0.0,0,1
117652,Rap,Bas,Icarus (feat. Ari Lennox),59,0.764,2.18e-06,0,1
117656,Rap,LL Cool J,Doin' It,64,0.804,0.0398,0,1
117663,Rap,The Carters,HEARD ABOUT US,56,0.6829999999999999,0.0,0,1
117665,Rap,Future,Extra Luv,61,0.831,0.000883,0,1
117668,Rap,Kehlani,Jealous (feat. Lexii Alijai),61,0.5589999999999999,0.0,0,1
117677,Rap,KYLE,Really? Yeah!,56,0.838,1.92e-05,0,1
117690,Rap,Jon Bellion,Human,57,0.685,2.7000000000000004e-06,0,1
117703,Rap,Jon Bellion,Run Wild,57,0.555,0.0,0,1
117750,Rap,Cardi B,Trust Issues,57,0.785,0.0,0,1
117761,Rap,Fifth Harmony,Don't Say You Love Me,69,0.585,0.0,0,1
117763,Rap,SAINt JHN,Brilliant Bitch,61,0.84,1.9399999999999997e-05,0,1
117773,Rap,Lud Foe,Jumping,58,0.823,0.0,0,1
117775,Rap,Kendrick Lamar,untitled 08 | 09.06.2014.,59,0.843,1.89e-06,0,1
117817,Rap,Timeflies,First Time,60,0.703,0.0,0,1
117830,Rap,Boogie,Time (feat. Snoh Aalegra),59,0.669,0.0,0,1
117832,Rap,Upchurch,Supernatural,55,0.8,3.1e-06,0,1
117839,Rap,Yung Bans,Waterslide (feat. Lil Skies),61,0.883,0.0,0,1
117841,Rap,Lil Bo Weep,i wrote this song 4 u,62,0.7190000000000001,3.929999999999999e-05,0,1
117844,Rap,Lil Durk,Breather,56,0.809,0.0,0,1
117860,Rap,Ghostemane,Seppuku (feat. Suicideboy$ & Jgrxxn),60,0.8140000000000001,2.2800000000000002e-05,0,1
117861,Rap,Isaiah Rashad,Silkk da Shocka (feat. Syd),59,0.59,6.59e-06,0,1
117873,Rap,Destiny's Child,Cater 2 U,63,0.605,0.0,0,1
117884,Rap,A$AP Rocky,Phoenix,61,0.645,0.005220000000000001,0,1
117885,Rap,DeJ Loaf,Hey There,58,0.633,0.000146,0,1
117887,Rap,Birdman,Money To Blow - Street Version,54,0.7090000000000001,0.0,0,1
117889,Rap,Diddy,I Need A Girl (Part One) (feat. Usher & Loon),64,0.66,0.0,0,1
117898,Rap,DeJ Loaf,You Belong To Somebody Else,58,0.79,5.83e-06,0,1
117901,Rap,Yella Beezy,I Wanna Know,55,0.6940000000000001,0.0,0,1
117906,Rap,ayokay,The Shine,60,0.679,0.0,0,1
117951,Rap,T.I.,The Weekend (feat. Young Thug & Swizz Beatz),58,0.547,0.0,0,1
117969,Rap,88GLAM,12,62,0.747,3.53e-05,0,1
117977,Rap,A$AP Rocky,LVL,59,0.595,1.32e-05,0,1
117986,Rap,Russ,Basement (Feat. Jessie Reyez),57,0.6629999999999999,8.8e-05,0,1
118009,Rap,Jax Jones,Ring Ring (feat. Mabel & Rich The Kid),76,0.779,2.03e-06,0,1
118021,Rap,Ciara,Like a Boy,61,0.701,0.0,0,1
118025,Rap,guccihighwaters,i hate me too,60,0.7190000000000001,0.00692,0,1
118030,Rap,Lil Xan,Moonlight,63,0.6970000000000001,0.0,0,1
118031,Rap,Childish Gambino,II. Worldstar,55,0.705,0.159,0,1
118040,Rap,BROCKHAMPTON,GAMBA,56,0.652,0.00267,0,1
118066,Rap,Brent Faiyaz,Trust,58,0.764,7.54e-05,0,1
118105,Rap,Jaden Smith,Yeah Yeah,60,0.7170000000000001,5.2000000000000004e-05,0,1
118108,Rap,Macklemore,Ain't Gonna Die Tonight (feat. Eric Nally),62,0.687,0.0,0,1
118113,Rap,Young Thug,Memo,59,0.823,0.0,0,1
118123,Rap,Boosie Badazz,No Juice,54,0.721,0.0,0,1
118142,Rap,Denzel Curry,MAD I GOT IT | MAD 1 GOT 1T,60,0.715,2.32e-06,0,1
118155,Rap,Kodak Black,Hollyhood,55,0.797,0.0,0,1
118160,Rap,Lloyd,Southside,61,0.627,0.0,0,1
118191,Rap,Blueface,Fuck It Up,54,0.622,0.0,0,1
118192,Rap,A$AP Rocky,Brotha Man,60,0.573,0.0,0,1
118198,Rap,Upchurch,Ghost,54,0.7859999999999999,0.000547,0,1
118255,Rap,XXXTENTACION,Static Shock,57,0.7,0.000452,0,1
118262,Rap,Buddy,Trouble On Central,59,0.812,0.000236,0,1
118271,Rap,LL Cool J,Hey Lover,62,0.7070000000000001,0.0,0,1
118288,Rap,Mick Jenkins,Angles (feat. Noname & Xavier Omär),58,0.598,0.0,0,1
118298,Rap,Ms. Lauryn Hill,Nothing Even Matters,63,0.539,3.18e-06,0,1
118307,Rap,Quinn XCII,Tourist,57,0.821,0.0,0,1
118309,Rap,Blueface,Gfym,54,0.725,0.0,0,1
118322,Rap,Usher,No Limit (feat. Young Thug),62,0.7170000000000001,0.0,0,1
118355,Rap,T.I.,Memories Back Then,55,0.7959999999999999,0.0,0,1
118359,Rap,Kehlani,Do U Dirty,59,0.653,0.0,0,1
118381,Rap,Sevyn Streeter,Been A Minute (feat. August Alsina),62,0.731,0.0,0,1
118408,Rap,New Boyz,FM$,58,0.67,0.0299,0,1
118433,Rap,guardin,what i got,59,0.455,0.0,0,1
118438,Rap,SahBabii,Anime World,61,0.738,3.12e-06,0,1
118444,Rap,blackbear,Rly Real,56,0.7440000000000001,0.0,0,1
118465,Rap,GASHI,That's Mine (feat. Ledri Vula),64,0.68,0.0,0,1
118472,Rap,Cris Cab,Just Wanna Love You (feat. J. Balvin),65,0.687,0.00107,0,1
118527,Rap,Usher,Climax,62,0.647,2.6899999999999997e-05,0,1
118535,Rap,BOE Sosa,First Day Out,53,0.7509999999999999,0.0,0,1
118536,Rap,Jeremih,Worthy,57,0.8079999999999999,1.0199999999999999e-05,0,1
118584,Rap,MC Magic,Sexy Lady,57,0.774,0.0,0,1
118585,Rap,Rick Ross,In Vein,56,0.706,0.0,0,1
118592,Rap,Kendrick Lamar,untitled 07 | levitate,56,0.7929999999999999,0.0,0,1
118730,Rap,The-Dream,Bedroom,62,0.654,5.1e-05,0,1
118762,Rap,Chris Brown,Wrist,59,0.758,0.0,0,1
118774,Rap,Taylor Bennett,Broad Shoulders (feat. Chance the Rapper),56,0.6,3.289999999999999e-05,0,1
118828,Rap,Cher Lloyd,None Of My Business,67,0.7929999999999999,0.0,0,1
118843,Rap,Russ,Gone,56,0.682,0.000285,0,1
118847,Rap,Vigiland,Be Your Friend‬‬,75,0.6,0.0,0,1
118860,Rap,Yung Pinch,Sail Away,54,0.787,0.0,0,1
